fid,OBJECTID,BGRI2021,DT21,DTMN21,DTMNFR21,DTMNFRSEC21,SECNUM21,SSNUM21,SECSSNUM21,SUBSECCAO,NUTS1,NUTS2,NUTS3,N_EDIFICIOS_CLASSICOS,N_EDIFICIOS_CLASS_CONST_1_OU_2_ALOJ,N_EDIFICIOS_CLASS_CONST_3_OU_MAIS_ALOJAMENTOS,N_EDIFICIOS_EXCLUSIV_RESID,N_EDIFICIOS_1_OU_2_PISOS,N_EDIFICIOS_3_OU_MAIS_PISOS,N_EDIFICIOS_CONSTR_ANTES_1945,N_EDIFICIOS_CONSTR_1946_1980,N_EDIFICIOS_CONSTR_1981_2000,N_EDIFICIOS_CONSTR_2001_2010,N_EDIFICIOS_CONSTR_2011_2021,N_EDIFICIOS_COM_NECESSIDADES_REPARACAO,N_ALOJAMENTOS_TOTAL,N_ALOJAMENTOS_FAMILIARES,N_ALOJAMENTOS_FAM_CLASS_RHABITUAL,N_ALOJAMENTOS_FAM_CLASS_VAGOS_OU_RESID_SECUNDARIA,N_RHABITUAL_ACESSIVEL_CADEIRAS_RODAS,N_RHABITUAL_COM_ESTACIONAMENTO,N_RHABITUAL_PROP_OCUP,N_RHABITUAL_ARRENDADOS,N_AGREGADOS_DOMESTICOS_PRIVADOS,N_ADP_1_OU_2_PESSOAS,N_ADP_3_OU_MAIS_PESSOAS,N_NUCLEOS_FAMILIARES,N_NUCLEOS_FAMILIARES_COM_FILHOS_TENDO_O_MAIS_NOVO_MENOS_DE_25,N_INDIVIDUOS,N_INDIVIDUOS_H,N_INDIVIDUOS_M,N_INDIVIDUOS_0_14,N_INDIVIDUOS_15_24,N_INDIVIDUOS_25_64,N_INDIVIDUOS_65_OU_MAIS,SHAPE_Length,SHAPE_Area
"1336","173206","13120302603","13","1312","131203","131203026","026","03","02603","13120302603","1","11",11A,3,3,0,3,1,2,3,0,0,0,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523.05186021924,17255.0985003624
"1337","173207","13121701404","13","1312","131217","131217014","014","04","01404","13121701404","1","11",11A,4,1,2,4,0,4,4,0,0,0,0,2,17,16,2,14,0,0,0,2,2,1,1,1,1,100,28,72,0,2,4,94,324.989870283981,4501.42944950987
"1338","173208","13121701409","13","1312","131217","131217014","014","09","01409","13121701409","1","11",11A,31,13,18,25,6,25,29,0,0,0,2,24,72,72,39,33,1,0,4,33,39,29,10,17,8,87,51,36,7,9,48,23,798.931667023647,30921.284137491
"1339","173209","13120202502","13","1312","131202","131202025","025","02","02502","13120202502","1","11",11A,13,4,8,10,0,13,2,8,2,1,0,3,56,55,44,11,6,16,21,20,44,34,10,25,7,90,45,45,3,10,49,28,420.412776916592,6302.55216373394
"1340","173210","13120301604","13","1312","131203","131203016","016","04","01604","13120301604","1","11",11A,15,14,1,15,14,1,14,1,0,0,0,14,18,18,9,9,0,0,1,8,9,7,2,6,4,19,8,11,2,4,11,2,172.642276051701,1601.88870232439
"1341","173211","13120202303","13","1312","131202","131202023","023","03","02303","13120202303","1","11",11A,34,27,6,33,28,6,27,7,0,0,0,17,193,192,160,32,17,24,17,138,160,120,40,76,34,314,155,159,29,25,175,85,2237.20862174411,201988.942950581
"1342","173212","13121701505","13","1312","131217","131217015","015","05","01505","13121701505","1","11",11A,5,1,4,2,0,5,3,0,0,2,0,3,11,11,3,8,1,0,0,3,3,3,0,1,0,5,1,4,0,0,5,0,282.263680717442,3065.52812357499
"1343","173213","13121703504","13","1312","131217","131217035","035","04","03504","13121703504","1","11",11A,18,11,6,14,8,10,5,9,0,2,2,11,67,66,28,38,6,6,11,14,28,24,4,15,6,59,27,32,5,3,34,17,979.989176139125,29791.1412448257
"1344","173214","13121701506","13","1312","131217","131217015","015","06","01506","13121701506","1","11",11A,24,4,20,13,0,24,23,1,0,0,0,13,83,83,37,46,0,0,3,31,37,32,5,15,4,59,22,37,2,7,26,24,439.442927491493,8613.03972726151
"1345","173215","13121703006","13","1312","131217","131217030","030","06","03006","13121703006","1","11",11A,5,3,2,4,0,5,1,1,1,0,2,0,17,17,10,7,3,1,4,5,10,10,0,2,0,15,9,6,0,0,15,0,447.17337360209,10506.4735016824
"1346","173216","13121802401","13","1312","131218","131218024","024","01","02401","13121802401","1","11",11A,6,5,1,6,1,5,4,1,0,1,0,2,15,15,13,2,2,3,9,3,13,10,3,10,2,31,16,15,2,1,17,11,301.163514886906,4437.84538095545
"1347","173217","13121700104","13","1312","131217","131217001","001","04","00104","13121700104","1","11",11A,22,9,13,17,6,16,13,8,0,0,1,10,69,69,35,34,2,0,11,23,35,29,6,14,4,63,34,29,3,8,31,21,427.052878054888,10626.1940179553
"1348","173218","13121703007","13","1312","131217","131217030","030","07","03007","13121703007","1","11",11A,17,11,5,15,4,13,11,2,3,1,0,15,36,35,6,29,0,0,0,6,7,6,1,3,1,12,7,5,2,0,9,1,707.11328638081,11070.8790115096
"1349","177766","13120202304","13","1312","131202","131202023","023","04","02304","13120202304","1","11",11A,16,7,9,15,3,13,5,10,1,0,0,6,74,74,45,29,12,9,14,29,45,37,8,18,5,79,36,43,3,6,42,28,1461.34027733114,128858.727534119
"1350","177767","13121703008","13","1312","131217","131217030","030","08","03008","13121703008","1","11",11A,32,8,24,24,4,28,26,5,1,0,0,15,115,115,66,49,9,0,7,50,66,57,9,31,5,116,59,57,2,11,76,27,640.991587102336,18093.1952936009
"1351","177768","13120202305","13","1312","131202","131202023","023","05","02305","13120202305","1","11",11A,26,21,5,26,16,10,19,6,1,0,0,7,44,44,35,9,7,4,16,19,35,27,8,20,9,72,29,43,11,4,38,19,492.0675383614,11922.3010697605
"1352","177769","13121802403","13","1312","131218","131218024","024","03","02403","13121802403","1","11",11A,8,4,4,6,1,7,4,4,0,0,0,4,13,13,4,9,0,0,2,2,4,4,0,0,0,4,1,3,0,0,3,1,218.793254237333,2039.96534783961
"1353","177770","13121802404","13","1312","131218","131218024","024","04","02404","13121802404","1","11",11A,3,3,0,3,1,2,0,2,0,1,0,1,4,4,2,2,0,1,1,1,2,0,2,2,0,6,2,4,0,0,3,3,421.596587753622,5533.86277992108
"1354","177771","13120302605","13","1312","131203","131203026","026","05","02605","13120302605","1","11",11A,51,51,0,51,50,1,43,1,7,0,0,16,53,53,37,16,7,13,23,13,37,21,16,25,12,87,40,47,6,9,41,31,538.345338422766,12964.6829432514
"1355","177772","13120301606","13","1312","131203","131203016","016","06","01606","13120301606","1","11",11A,53,53,0,53,53,0,52,1,0,0,0,37,53,53,24,29,8,5,13,9,24,22,2,14,2,45,18,27,1,2,12,30,530.844997050162,13194.8811021842
"1356","177773","13120302606","13","1312","131203","131203026","026","06","02606","13120302606","1","11",11A,62,53,9,62,46,16,43,0,9,10,0,27,91,91,55,36,9,19,23,29,55,40,15,31,7,108,48,60,4,7,52,45,813.91514624374,37790.7341503666
"1357","177774","13120202306","13","1312","131202","131202023","023","06","02306","13120202306","1","11",11A,5,0,5,5,0,5,0,0,5,0,0,0,49,49,43,6,24,39,34,6,43,29,14,29,12,92,37,55,7,6,53,26,270.739460357001,3826.82275235413
"1358","177775","13120301607","13","1312","131203","131203016","016","07","01607","13120301607","1","11",11A,48,48,0,48,47,1,47,1,0,0,0,28,54,54,32,22,3,1,13,19,32,24,8,19,5,65,30,35,7,2,29,27,488.497731469936,7558.79328506371
"1359","177776","13120302607","13","1312","131203","131203026","026","07","02607","13120302607","1","11",11A,4,0,4,4,0,4,0,0,0,4,0,0,98,98,80,18,75,80,74,2,80,46,34,56,33,195,101,94,41,8,131,15,1037.70970732162,57492.7860179884
"1360","177777","13120202403","13","1312","131202","131202024","024","03","02403","13120202403","1","11",11A,6,2,4,6,1,5,2,0,4,0,0,6,27,27,17,10,0,1,9,6,17,14,3,8,2,32,13,19,1,6,22,3,480.517252329566,13276.3260891466
"1361","177778","13120202504","13","1312","131202","131202025","025","04","02504","13120202504","1","11",11A,17,6,11,16,1,16,6,10,1,0,0,4,90,90,70,20,4,16,26,41,70,58,12,36,13,125,53,72,9,9,72,35,386.14882585381,8060.93008968823
"1362","177779","13121700704","13","1312","131217","131217007","007","04","00704","13121700704","1","11",11A,7,7,0,7,0,7,1,6,0,0,0,0,7,7,6,1,1,4,6,0,6,3,3,4,1,14,7,7,0,2,9,3,310.742383078172,3778.1079581919
"1363","177780","13120302302","13","1312","131203","131203023","023","02","02302","13120302302","1","11",11A,32,19,13,31,26,6,24,2,1,5,0,12,135,135,90,45,38,22,4,86,90,60,30,59,24,195,94,101,16,26,112,41,619.297741331124,14712.6595845819
"1364","177781","13121703701","13","1312","131217","131217037","037","01","03701","13121703701","1","11",11A,91,91,0,90,90,1,0,87,2,2,0,13,100,100,54,46,11,0,14,39,54,45,9,22,5,91,47,44,5,4,44,38,814.402292093461,16155.1009280382
"1365","177782","13120302303","13","1312","131203","131203023","023","03","02303","13120302303","1","11",11A,18,16,2,18,16,2,5,9,2,2,0,7,30,30,21,9,2,11,13,8,21,15,6,14,4,47,27,20,4,2,29,12,249.480172374104,3285.93116517004
"1366","177783","13121801214","13","1312","131218","131218012","012","14","01214","13121801214","1","11",11A,5,0,5,5,0,5,0,4,0,1,0,0,120,120,108,12,49,104,86,10,108,73,35,72,28,242,105,137,20,26,117,79,792.777765317435,30222.8491831658
"1367","177784","13120300204","13","1312","131203","131203002","002","04","00204","13120300204","1","11",11A,6,0,6,6,0,6,0,6,0,0,0,0,60,60,59,1,3,0,0,56,59,27,32,54,31,187,85,102,37,29,87,34,322.731472930979,3964.98554387215
"1368","177785","13121703702","13","1312","131217","131217037","037","02","03702","13121703702","1","11",11A,186,162,24,185,155,31,144,35,5,2,0,22,359,359,240,119,23,36,93,130,240,192,48,112,44,440,210,230,37,34,267,102,711.522195852359,29433.762494994
"1369","177786","13120300205","13","1312","131203","131203002","002","05","00205","13120300205","1","11",11A,10,0,10,9,0,10,0,10,0,0,0,5,119,119,107,12,5,2,8,96,107,49,58,83,47,299,148,151,55,34,171,39,580.120626907695,15261.0878383694
"1370","177787","13120200704","13","1312","131202","131202007","007","04","00704","13120200704","1","11",11A,36,9,27,34,1,35,0,26,8,2,0,1,161,161,139,22,21,72,93,36,139,95,44,95,31,304,138,166,22,33,143,106,741.251166906892,33579.1015293215
"1371","177788","13121801002","13","1312","131218","131218010","010","02","01002","13121801002","1","11",11A,16,0,16,13,0,16,0,10,6,0,0,0,318,318,260,58,180,246,189,38,260,163,97,175,88,593,273,320,69,71,290,163,846.347194385625,24030.9671032234
"1372","177789","13120300206","13","1312","131203","131203002","002","06","00206","13120300206","1","11",11A,6,0,6,6,0,6,0,0,6,0,0,6,91,91,73,18,1,46,57,15,73,25,48,64,46,225,103,122,56,33,113,23,400.078218040421,10682.4488474696
"1373","177790","13120300603","13","1312","131203","131203006","006","03","00603","13120300603","1","11",11A,8,7,1,8,6,2,5,3,0,0,0,5,14,14,9,5,1,0,3,5,9,6,3,7,2,21,10,11,1,2,9,9,303.932865586341,2602.37085634853
"1374","177791","13120300809","13","1312","131203","131203008","008","09","00809","13120300809","1","11",11A,25,14,11,25,15,10,8,12,2,3,0,7,75,75,57,18,4,12,31,21,57,40,17,35,15,118,58,60,9,14,69,26,359.133535685416,7529.93541089953
"1375","177792","13120301213","13","1312","131203","131203012","012","13","01213","13120301213","1","11",11A,59,59,0,58,33,26,2,9,40,8,0,11,67,67,60,7,9,51,49,7,60,29,31,53,20,162,79,83,21,10,84,47,1786.20500436633,137150.85403476
"1376","178000","13120301608","13","1312","131203","131203016","016","08","01608","13120301608","1","11",11A,4,4,0,4,4,0,4,0,0,0,0,3,5,5,1,4,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,363.843365707261,6680.38127793003
"1377","178001","13121700106","13","1312","131217","131217001","001","06","00106","13121700106","1","11",11A,28,10,18,25,7,21,27,1,0,0,0,13,85,85,40,45,1,0,4,35,40,33,7,15,4,69,31,38,1,12,40,16,538.457595534506,12294.1264095024
"1378","178002","13120202307","13","1312","131202","131202023","023","07","02307","13120202307","1","11",11A,62,42,18,57,36,26,41,19,0,0,2,22,152,150,100,50,11,16,31,64,100,75,25,54,24,259,130,129,26,36,103,94,917.11847151389,45562.610245521
"1379","178003","13121703011","13","1312","131217","131217030","030","11","03011","13121703011","1","11",11A,2,0,1,1,0,2,2,0,0,0,0,2,6,6,2,4,0,0,0,2,2,1,1,1,1,4,2,2,1,0,3,0,407.878739972357,8431.4668615461
"1380","178004","13120300401","13","1312","131203","131203004","004","01","00401","13120300401","1","11",11A,61,55,5,60,40,21,54,5,1,0,1,13,85,84,51,33,6,2,11,38,52,42,10,26,7,96,42,54,8,6,49,33,395.087970835072,8022.48269809959
"1381","178005","13120301609","13","1312","131203","131203016","016","09","01609","13120301609","1","11",11A,71,67,4,70,60,11,61,9,0,1,0,41,95,95,47,48,7,9,16,29,47,31,16,30,15,103,43,60,16,12,38,37,506.436924964181,17043.2393476748
"1382","178006","13121802405","13","1312","131218","131218024","024","05","02405","13121802405","1","11",11A,15,13,2,14,11,4,11,1,1,1,1,10,20,20,12,8,3,1,5,7,12,10,2,8,1,23,11,12,0,1,10,12,315.154709391901,4686.88612485249
"1383","178007","13120202404","13","1312","131202","131202024","024","04","02404","13120202404","1","11",11A,16,7,9,12,3,13,7,6,1,1,1,9,75,75,37,38,4,5,11,22,37,28,9,19,5,73,35,38,4,6,42,21,467.569482399674,11501.6396046136
"1384","178008","13120202405","13","1312","131202","131202024","024","05","02405","13120202405","1","11",11A,25,13,11,17,8,17,15,4,4,0,2,16,120,119,79,40,9,25,39,35,79,65,14,33,12,149,69,80,14,4,104,27,482.608581491889,12238.5505051383
"1385","178009","13120302501","13","1312","131203","131203025","025","01","02501","13120302501","1","11",11A,29,29,0,29,29,0,29,0,0,0,0,20,30,30,20,10,3,1,4,15,20,14,6,17,7,45,17,28,3,5,22,15,283.120176170894,4367.96350634337
"1386","178010","13121703507","13","1312","131217","131217035","035","07","03507","13121703507","1","11",11A,23,15,6,20,9,14,15,3,1,1,3,12,36,34,13,21,1,0,6,5,15,12,3,5,2,24,8,16,2,1,11,10,934.228631192989,45739.7109225885
"1387","178011","13120302609","13","1312","131203","131203026","026","09","02609","13120302609","1","11",11A,7,7,0,7,7,0,4,3,0,0,0,0,7,7,6,1,1,1,3,2,6,5,1,3,1,12,6,6,2,0,7,3,278.447046564849,4299.49966641862
"1388","178012","13121703013","13","1312","131217","131217030","030","13","03013","13121703013","1","11",11A,16,5,11,11,2,14,11,4,1,0,0,8,48,48,16,32,1,0,2,5,16,16,0,2,0,18,10,8,0,0,11,7,540.03918998133,18174.9310903248
"1389","178013","13121702701","13","1312","131217","131217027","027","01","02701","13121702701","1","11",11A,2,2,0,2,0,2,2,0,0,0,0,0,3,3,1,2,0,0,0,1,1,1,0,1,0,2,1,1,0,0,2,0,286.717580554092,4618.39503503157
"1390","178014","13121703101","13","1312","131217","131217031","031","01","03101","13121703101","1","11",11A,35,16,18,27,7,28,26,9,0,0,0,20,102,101,64,37,4,3,16,44,64,53,11,29,9,114,50,64,8,12,60,34,470.362803702423,10719.6540544722
"1391","178015","13121802406","13","1312","131218","131218024","024","06","02406","13121802406","1","11",11A,23,17,6,23,16,7,20,0,2,1,0,21,40,40,27,13,3,1,11,16,27,18,9,17,3,55,28,27,3,1,29,22,228.671069370369,2486.9957101701
"1392","178016","13121701507","13","1312","131217","131217015","015","07","01507","13121701507","1","11",11A,2,2,0,2,0,2,2,0,0,0,0,0,2,2,2,0,2,0,0,1,2,2,0,0,0,3,2,1,0,0,0,3,440.225576770731,6055.65318208457
"1393","178017","13120202701","13","1312","131202","131202027","027","01","02701","13120202701","1","11",11A,38,19,19,31,11,27,21,15,1,1,0,16,113,113,66,47,10,1,19,43,66,50,16,33,10,123,55,68,4,8,74,37,495.348411563911,11483.0435466932
"1394","178018","13121701508","13","1312","131217","131217015","015","08","01508","13121701508","1","11",11A,5,2,3,4,0,5,5,0,0,0,0,3,11,11,1,10,1,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,713.310783783542,15971.7933340155
"1395","178019","13121702702","13","1312","131217","131217027","027","02","02702","13121702702","1","11",11A,3,1,2,3,0,3,2,0,0,0,1,2,9,9,5,4,1,0,0,5,5,5,0,2,0,7,2,5,0,2,4,1,459.359958263779,12820.0434922716
"1396","178020","13121701509","13","1312","131217","131217015","015","09","01509","13121701509","1","11",11A,9,4,5,7,0,9,9,0,0,0,0,2,18,18,8,10,0,0,0,8,8,7,1,2,0,13,6,7,0,2,9,2,354.733907777175,6047.7833519369
"1397","178021","13120302610","13","1312","131203","131203026","026","10","02610","13120302610","1","11",11A,28,27,1,28,27,1,3,25,0,0,0,12,32,32,25,7,2,1,3,21,25,18,7,13,6,48,26,22,9,4,22,13,232.420708314689,3410.98910702263
"1398","178022","13121802407","13","1312","131218","131218024","024","07","02407","13121802407","1","11",11A,15,11,4,14,9,6,12,1,1,0,1,11,39,39,16,23,2,1,1,13,16,12,4,10,4,30,14,16,2,2,15,11,716.974713376956,20487.4184505176
"1399","178023","13120202505","13","1312","131202","131202025","025","05","02505","13120202505","1","11",11A,4,0,4,3,0,4,0,3,0,1,0,3,29,29,25,4,5,9,12,11,25,15,10,21,8,63,31,32,6,7,30,20,303.285704402203,4226.73423636567
"1400","178024","13121702703","13","1312","131217","131217027","027","03","02703","13121702703","1","11",11A,5,3,2,3,0,5,4,1,0,0,0,3,9,9,1,8,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,407.491874229838,10595.1575150278
"1401","178025","13120200401","13","1312","131202","131202004","004","01","00401","13120200401","1","11",11A,33,24,9,32,24,9,22,8,1,0,2,16,68,68,56,12,2,9,16,36,56,42,14,31,12,114,57,57,10,12,55,37,425.047109035334,11959.5795030791
"1402","178026","13120202702","13","1312","131202","131202027","027","02","02702","13120202702","1","11",11A,21,12,9,20,7,14,12,8,0,1,0,11,51,51,29,22,0,1,9,15,29,22,7,14,5,54,26,28,2,4,34,14,314.327832260546,4079.41861462416
"1403","178027","13120202703","13","1312","131202","131202027","027","03","02703","13120202703","1","11",11A,8,4,4,8,2,6,5,3,0,0,0,5,18,18,6,12,0,0,1,4,6,5,1,2,1,9,4,5,1,2,5,1,311.452158697459,3058.22405214782
"1404","178028","13121602301","13","1312","131216","131216023","023","01","02301","13121602301","1","11",11A,12,12,0,12,11,1,1,11,0,0,0,9,16,16,12,4,1,2,4,7,12,9,3,7,3,26,11,15,2,2,13,9,184.14939049188,2116.96469372315
"1405","178029","13121703510","13","1312","131217","131217035","035","10","03510","13121703510","1","11",11A,7,6,1,7,2,5,7,0,0,0,0,2,10,10,7,3,0,0,0,5,7,7,0,6,1,13,6,7,0,1,8,4,313.710089720526,6104.60784049307
"1406","178030","13121703102","13","1312","131217","131217031","031","02","03102","13121703102","1","11",11A,6,2,4,3,0,6,6,0,0,0,0,5,15,15,3,12,0,0,0,3,3,3,0,2,0,5,2,3,0,0,2,3,437.141813611204,11826.894988404
"1407","178031","13121703511","13","1312","131217","131217035","035","11","03511","13121703511","1","11",11A,12,6,6,9,1,11,0,4,5,1,2,3,34,34,27,7,1,4,8,16,27,21,6,14,5,52,20,32,4,4,24,20,1174.51851370615,80777.0593433342
"1408","178032","13121703103","13","1312","131217","131217031","031","03","03103","13121703103","1","11",11A,5,2,3,3,0,5,4,0,1,0,0,2,17,17,6,11,0,0,4,2,6,4,2,5,2,15,7,8,1,4,9,1,307.285397060112,5097.88673917012
"1409","178033","13121703104","13","1312","131217","131217031","031","04","03104","13121703104","1","11",11A,31,16,15,25,1,30,25,4,1,0,1,23,99,99,54,45,14,15,19,32,54,46,8,18,8,94,40,54,10,6,59,19,753.47892131264,33674.5562472366
"1410","178034","13121602302","13","1312","131216","131216023","023","02","02302","13121602302","1","11",11A,7,5,2,6,5,2,0,7,0,0,0,3,10,10,7,3,2,1,4,1,7,6,1,4,3,14,4,10,4,1,4,5,284.618460687768,3815.56956452052
"1411","178035","13121702704","13","1312","131217","131217027","027","04","02704","13121702704","1","11",11A,13,6,7,11,0,13,10,3,0,0,0,7,42,42,31,11,10,0,7,19,31,29,2,8,1,44,20,24,2,0,34,8,355.216040023971,7471.1166701708
"1412","178036","13120202506","13","1312","131202","131202025","025","06","02506","13120202506","1","11",11A,15,7,8,12,1,14,9,2,1,3,0,5,47,47,38,9,7,21,24,10,38,30,8,25,6,74,31,43,5,2,42,25,489.435827447254,12591.0923154975
"1413","178037","13120202507","13","1312","131202","131202025","025","07","02507","13120202507","1","11",11A,36,22,14,32,6,30,20,11,1,4,0,6,102,102,85,17,12,23,54,27,85,56,29,57,26,189,93,96,20,21,102,46,640.146558292447,13349.1359497257
"1414","178038","13121702705","13","1312","131217","131217027","027","05","02705","13121702705","1","11",11A,10,4,6,9,1,9,1,9,0,0,0,4,33,33,9,24,1,0,3,6,9,9,0,3,0,12,8,4,0,0,8,4,385.838590766336,8757.57312967401
"1415","178039","13121602304","13","1312","131216","131216023","023","04","02304","13121602304","1","11",11A,6,5,1,6,6,0,0,6,0,0,0,4,9,9,8,1,1,0,4,4,8,4,4,7,2,20,9,11,1,1,13,5,117.258672635874,723.316168864662
"1416","178040","13120302503","13","1312","131203","131203025","025","03","02503","13120302503","1","11",11A,20,19,1,20,20,0,3,17,0,0,0,7,25,25,20,5,2,4,7,12,20,12,8,14,5,45,22,23,4,4,27,10,395.275787336437,6137.91559805351
"1417","178041","13121802201","13","1312","131218","131218022","022","01","02201","13121802201","1","11",11A,6,1,5,5,2,4,0,2,0,4,0,0,63,63,47,16,42,44,39,5,47,24,23,30,23,124,64,60,35,6,75,8,596.004773686965,10745.7855283683
"1418","178042","13121802502","13","1312","131218","131218025","025","02","02502","13121802502","1","11",11A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4358.72091169212,259246.01817679
"1419","178043","13121802202","13","1312","131218","131218022","022","02","02202","13121802202","1","11",11A,5,3,2,5,2,3,5,0,0,0,0,4,10,10,6,4,0,0,0,6,6,5,1,2,0,10,4,6,0,1,3,6,372.751879925298,5114.26845330985
"1420","178044","13120200402","13","1312","131202","131202004","004","02","00402","13120200402","1","11",11A,59,59,0,59,59,0,41,14,2,1,1,47,60,60,39,21,7,0,14,23,39,26,13,23,6,85,34,51,11,5,42,27,329.412364509597,5212.22793301078
"1421","178045","13120202704","13","1312","131202","131202027","027","04","02704","13120202704","1","11",11A,53,34,19,48,29,24,52,1,0,0,0,34,136,136,81,55,16,2,20,55,81,64,17,37,14,163,73,90,12,14,95,42,577.705151911893,13409.8889206609
"1422","178050","13121601306","13","1312","131216","131216013","013","06","01306","13121601306","1","11",11A,13,2,11,12,1,12,1,11,1,0,0,5,113,113,79,34,23,76,45,26,79,50,29,48,24,181,85,96,30,16,82,53,437.415726553562,11299.9243955341
"1423","178057","13121802206","13","1312","131218","131218022","022","06","02206","13121802206","1","11",11A,30,18,12,30,6,24,14,0,10,2,4,10,97,97,82,15,4,2,57,19,82,60,22,54,15,174,83,91,9,13,85,67,1379.8574078017,58787.8428851671
"1424","178058","13121802207","13","1312","131218","131218022","022","07","02207","13121802207","1","11",11A,45,45,0,45,37,8,4,28,4,1,8,10,52,52,22,30,4,5,12,6,22,15,7,18,5,49,25,24,7,1,19,22,594.518419828605,13397.0957328761
"1425","178059","13121600702","13","1312","131216","131216007","007","02","00702","13121600702","1","11",11A,29,21,8,28,21,8,12,13,2,0,2,18,60,60,45,15,14,15,22,19,45,27,18,30,14,105,48,57,19,11,48,27,417.799030466262,10567.1132884843
"1426","178060","13121701604","13","1312","131217","131217016","016","04","01604","13121701604","1","11",11A,38,23,14,33,4,34,24,10,4,0,0,12,89,88,24,64,2,0,3,19,24,19,5,8,5,48,26,22,3,5,23,17,628.238456197608,25261.461041808
"1427","178061","13121701605","13","1312","131217","131217016","016","05","01605","13121701605","1","11",11A,15,10,4,14,8,7,8,5,1,1,0,6,24,23,8,15,1,0,0,5,9,7,2,3,0,15,6,9,0,0,9,6,243.052282053622,3116.13205635342
"1428","178062","13120202601","13","1312","131202","131202026","026","01","02601","13120202601","1","11",11A,55,38,17,53,26,29,36,18,1,0,0,42,159,159,110,49,16,32,38,65,110,83,27,61,17,241,124,117,12,32,136,61,576.878695265102,18557.8779101002
"1429","178063","13121800502","13","1312","131218","131218005","005","02","00502","13121800502","1","11",11A,10,1,9,10,1,9,0,10,0,0,0,7,97,97,84,13,34,34,67,10,84,72,12,42,12,152,65,87,12,11,64,65,520.790190954127,10882.2629933762
"1430","178064","13121801301","13","1312","131218","131218013","013","01","01301","13121801301","1","11",11A,27,26,1,27,25,2,25,1,1,0,0,27,30,30,10,20,1,3,4,4,10,7,3,6,1,20,9,11,1,1,13,5,996.084453442604,56902.262991138
"1431","178065","13121600705","13","1312","131216","131216007","007","05","00705","13121600705","1","11",11A,20,16,4,20,14,6,15,1,2,0,2,14,32,32,21,11,3,4,12,9,21,16,5,11,5,46,19,27,9,4,14,19,319.600156160044,5533.57709270843
"1432","178066","13120202708","13","1312","131202","131202027","027","08","02708","13120202708","1","11",11A,32,24,8,30,19,13,22,5,0,4,1,6,57,57,31,26,4,6,11,19,31,22,9,19,9,65,37,28,9,6,44,6,735.131018494167,19202.4048250439
"1433","178067","13121800101","13","1312","131218","131218001","001","01","00101","13121800101","1","11",11A,7,7,0,7,7,0,4,3,0,0,0,3,7,7,5,2,4,3,3,2,5,3,2,5,2,13,7,6,2,1,6,4,183.302322756544,2041.64314953958
"1434","178068","13121800102","13","1312","131218","131218001","001","02","00102","13121800102","1","11",11A,9,9,0,9,8,1,5,4,0,0,0,0,9,9,8,1,2,5,7,0,8,6,2,4,3,15,5,10,2,2,6,5,286.807501324622,3475.02855487941
"1435","178069","13121701102","13","1312","131217","131217011","011","02","01102","13121701102","1","11",11A,2,0,2,0,0,2,0,2,0,0,0,0,7,7,2,5,0,2,1,1,2,0,2,2,1,7,4,3,0,1,5,1,311.916392028114,5502.97221306141
"1436","178070","13120201201","13","1312","131202","131202012","012","01","01201","13120201201","1","11",11A,106,79,26,96,56,50,85,12,7,1,1,54,244,243,170,73,38,56,76,83,170,120,50,96,36,386,174,212,36,36,213,101,915.541182682696,40239.8771985126
"1437","178071","13121802209","13","1312","131218","131218022","022","09","02209","13121802209","1","11",11A,22,18,3,22,15,7,19,0,2,1,0,7,38,37,20,17,3,7,15,4,20,15,5,11,3,51,23,28,3,1,36,11,1331.77152792774,49593.0384793662
"1438","178072","13121600707","13","1312","131216","131216007","007","07","00707","13121600707","1","11",11A,31,27,4,30,27,4,0,27,2,0,2,11,47,47,44,3,13,18,19,18,44,38,6,23,7,86,45,41,6,4,47,29,583.743448030642,13376.2028544633
"1439","178073","13121802102","13","1312","131218","131218021","021","02","02102","13121802102","1","11",11A,10,6,3,9,5,5,10,0,0,0,0,6,20,19,10,9,1,2,2,6,10,6,4,8,2,33,12,21,3,3,12,15,514.108505097064,13945.0097398553
"1440","178074","13121800103","13","1312","131218","131218001","001","03","00103","13121800103","1","11",11A,10,10,0,10,10,0,9,1,0,0,0,0,10,10,9,1,1,6,8,1,9,6,3,7,3,24,14,10,5,1,12,6,267.640542668161,2379.3376901849
"1441","178299","13121802503","13","1312","131218","131218025","025","03","02503","13121802503","1","11",11A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4341.12823743256,535793.244424935
"1442","178300","13121602305","13","1312","131216","131216023","023","05","02305","13121602305","1","11",11A,17,16,1,17,17,0,1,15,0,0,1,12,21,21,13,8,6,0,6,7,13,12,1,6,1,21,10,11,1,0,14,6,231.937289649468,3066.25732286586
