fid,OBJECTID,BGRI2021,DT21,DTMN21,DTMNFR21,DTMNFRSEC21,SECNUM21,SSNUM21,SECSSNUM21,SUBSECCAO,NUTS1,NUTS2,NUTS3,N_EDIFICIOS_CLASSICOS,N_EDIFICIOS_CLASS_CONST_1_OU_2_ALOJ,N_EDIFICIOS_CLASS_CONST_3_OU_MAIS_ALOJAMENTOS,N_EDIFICIOS_EXCLUSIV_RESID,N_EDIFICIOS_1_OU_2_PISOS,N_EDIFICIOS_3_OU_MAIS_PISOS,N_EDIFICIOS_CONSTR_ANTES_1945,N_EDIFICIOS_CONSTR_1946_1980,N_EDIFICIOS_CONSTR_1981_2000,N_EDIFICIOS_CONSTR_2001_2010,N_EDIFICIOS_CONSTR_2011_2021,N_EDIFICIOS_COM_NECESSIDADES_REPARACAO,N_ALOJAMENTOS_TOTAL,N_ALOJAMENTOS_FAMILIARES,N_ALOJAMENTOS_FAM_CLASS_RHABITUAL,N_ALOJAMENTOS_FAM_CLASS_VAGOS_OU_RESID_SECUNDARIA,N_RHABITUAL_ACESSIVEL_CADEIRAS_RODAS,N_RHABITUAL_COM_ESTACIONAMENTO,N_RHABITUAL_PROP_OCUP,N_RHABITUAL_ARRENDADOS,N_AGREGADOS_DOMESTICOS_PRIVADOS,N_ADP_1_OU_2_PESSOAS,N_ADP_3_OU_MAIS_PESSOAS,N_NUCLEOS_FAMILIARES,N_NUCLEOS_FAMILIARES_COM_FILHOS_TENDO_O_MAIS_NOVO_MENOS_DE_25,N_INDIVIDUOS,N_INDIVIDUOS_H,N_INDIVIDUOS_M,N_INDIVIDUOS_0_14,N_INDIVIDUOS_15_24,N_INDIVIDUOS_25_64,N_INDIVIDUOS_65_OU_MAIS,SHAPE_Length,SHAPE_Area,lon,lat
1445,178303,13121703402,13,1312,131217,131217034,34,2,3402,13121703402,1,11,11A,24,12,12,22,16,8,4,8,8,3,1,9,88,88,51,37,10,4,11,35,51,39,12,24,12,97,42,55,8,16,50,23,346.616041093109,5978.23556990034,-8.620229776438553,41.14810190974586
1446,178304,13121602306,13,1312,131216,131216023,23,6,2306,13121602306,1,11,11A,11,10,1,11,10,1,0,10,1,0,0,6,16,16,14,2,2,6,7,7,14,8,6,8,4,34,15,19,2,5,21,6,235.291943130288,3183.31620052104,-8.66592740588497,41.14811238947643
1447,178305,13120202705,13,1312,131202,131202027,27,5,2705,13120202705,1,11,11A,25,13,12,20,13,12,23,2,0,0,0,8,76,76,43,33,4,3,21,20,43,34,9,24,3,84,39,45,3,3,55,23,464.969778007768,7085.3988845003,-8.601407556453356,41.147902126141844
1448,178306,13120302612,13,1312,131203,131203026,26,12,2612,13120302612,1,11,11A,27,27,0,27,27,0,1,26,0,0,0,4,28,28,22,6,6,5,10,11,22,16,6,14,3,44,21,23,2,2,21,19,299.936196758797,5228.06267512226,-8.57260078957848,41.14835091250024
1449,178307,13121602307,13,1312,131216,131216023,23,7,2307,13121602307,1,11,11A,18,17,1,18,18,0,2,6,10,0,0,12,28,28,23,5,3,4,3,15,23,21,2,12,4,37,14,23,4,0,18,15,337.965121099451,4375.43836543237,-8.662142673012097,41.14812385554079
1450,178308,13121703105,13,1312,131217,131217031,31,5,3105,13121703105,1,11,11A,8,5,3,6,0,8,6,2,0,0,0,6,19,19,11,8,2,0,7,3,11,7,4,8,4,24,10,14,5,1,11,7,396.313256171384,6699.19443719995,-8.60725395502424,41.14835422877858
1451,178309,13121602308,13,1312,131216,131216023,23,8,2308,13121602308,1,11,11A,10,9,1,10,6,4,0,9,1,0,0,3,18,18,8,10,6,7,7,1,8,7,1,4,0,13,4,9,0,0,7,6,380.29721789331,5295.83901678857,-8.66864071727071,41.14820822447987
1452,178310,13120302613,13,1312,131203,131203026,26,13,2613,13120302613,1,11,11A,4,4,0,4,4,0,3,1,0,0,0,0,4,4,4,0,1,1,1,3,4,3,1,3,1,8,5,3,1,1,4,2,160.773123938323,1530.57538657659,-8.57208268508757,41.148809160784005
1453,178324,13121602309,13,1312,131216,131216023,23,9,2309,13121602309,1,11,11A,8,8,0,8,8,0,8,0,0,0,0,7,10,10,6,4,2,0,3,3,6,4,2,3,0,11,6,5,0,0,5,6,187.939404284815,1537.60894126689,-8.665539641301104,41.14829815558683
1454,178325,13120202706,13,1312,131202,131202027,27,6,2706,13120202706,1,11,11A,33,23,10,28,14,19,29,4,0,0,0,12,70,70,44,26,6,2,15,27,44,36,8,22,8,84,35,49,7,6,49,22,376.934687607097,7291.12882575859,-8.601660030317118,41.14842988553188
1455,178326,13121802505,13,1312,131218,131218025,25,5,2505,13121802505,1,11,11A,17,15,2,16,8,9,0,0,16,0,1,4,22,22,16,6,9,16,13,1,16,5,11,15,10,51,23,28,12,10,17,12,759.458502640198,16121.4269418868,-8.655872313985208,41.14800107641861
1456,178327,13120200302,13,1312,131202,131202003,3,2,302,13120200302,1,11,11A,138,123,13,137,112,26,105,14,14,5,0,80,198,196,128,66,13,22,68,50,130,105,25,66,20,250,110,140,12,19,130,89,997.198687202827,58574.2990450479,-8.594285353881787,41.14758386626584
1457,178328,13121702707,13,1312,131217,131217027,27,7,2707,13121702707,1,11,11A,2,2,0,2,0,2,2,0,0,0,0,1,2,2,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,201.483409590281,2315.79816891173,-8.609103351454241,41.14893404513375
1458,178329,13121800104,13,1312,131218,131218001,1,4,104,13121800104,1,11,11A,22,22,0,22,21,1,18,2,2,0,0,2,24,24,17,7,8,10,12,4,17,7,10,15,7,49,22,27,11,6,20,12,525.369512101684,6946.65372844797,-8.65222812480292,41.1503349858972
1459,178330,13121802214,13,1312,131218,131218022,22,14,2214,13121802214,1,11,11A,7,7,0,7,6,1,6,1,0,0,0,0,7,7,3,4,1,1,1,2,3,2,1,3,1,7,4,3,0,1,3,3,384.034693326396,6619.09005986917,-8.62982448734364,41.15122264611895
1460,178331,13121703303,13,1312,131217,131217033,33,3,3303,13121703303,1,11,11A,14,5,7,12,4,10,9,5,0,0,0,3,51,49,31,18,5,4,9,20,35,30,5,20,3,66,37,29,3,2,43,18,373.748795301972,7616.13664203182,-8.61452424751978,41.15125185967547
1461,178332,13121802215,13,1312,131218,131218022,22,15,2215,13121802215,1,11,11A,21,21,0,21,20,1,2,17,1,0,1,0,21,21,12,9,5,6,5,7,12,8,4,8,4,29,16,13,4,3,13,9,1068.00790150757,14285.2676346715,-8.640615775199029,41.15094684803523
1462,178333,13120301203,13,1312,131203,131203012,12,3,1203,13120301203,1,11,11A,10,10,0,10,10,0,10,0,0,0,0,1,10,10,8,2,1,0,1,6,8,6,2,4,1,15,9,6,0,1,6,8,259.438645135686,3484.2979849709,-8.563878874423365,41.15160280565863
1463,178334,13120300101,13,1312,131203,131203001,1,1,101,13120300101,1,11,11A,97,94,3,97,82,15,0,77,18,2,0,21,113,113,68,45,9,34,42,21,68,46,22,52,16,153,72,81,9,15,80,49,813.079243732811,33027.2084880161,-8.57073544863033,41.15119743846331
1464,178335,13121701203,13,1312,131217,131217012,12,3,1203,13121701203,1,11,11A,39,23,16,35,12,27,24,6,3,3,3,17,108,108,71,37,4,1,13,53,71,59,12,31,11,128,59,69,11,11,79,27,533.720663408069,13693.4869598801,-8.622060741750174,41.150839082423914
1465,178336,13121800109,13,1312,131218,131218001,1,9,109,13121800109,1,11,11A,7,7,0,7,6,1,6,1,0,0,0,1,7,7,6,1,5,5,5,0,6,2,4,6,3,18,8,10,4,1,8,5,268.157864843651,2435.14449114055,-8.653651921560643,41.1511588615111
1466,178574,13121602311,13,1312,131216,131216023,23,11,2311,13121602311,1,11,11A,2,2,0,2,2,0,0,0,2,0,0,0,4,4,4,0,0,3,0,2,4,0,4,4,1,15,7,8,1,2,10,2,166.269261140905,1640.83442756291,-8.662995638257415,41.14867622373937
1467,178575,13121802506,13,1312,131218,131218025,25,6,2506,13121802506,1,11,11A,17,15,2,16,9,8,7,8,1,0,1,12,25,25,17,8,1,1,9,7,17,12,5,10,5,40,21,19,2,7,18,13,353.841402213272,5087.64626945757,-8.649206987786568,41.14836486395103
1468,178576,13121703106,13,1312,131217,131217031,31,6,3106,13121703106,1,11,11A,23,10,13,21,5,18,10,9,3,0,1,13,124,124,74,50,21,17,25,43,74,58,16,36,13,136,56,80,12,11,81,32,561.990363924309,14014.3942463203,-8.602479132824254,41.14822723875275
1469,178577,13121702709,13,1312,131217,131217027,27,9,2709,13121702709,1,11,11A,4,1,3,3,0,4,1,3,0,0,0,4,18,18,14,4,5,0,2,11,14,12,2,4,2,21,10,11,1,1,14,5,313.331696573784,3272.81993475606,-8.60970623515518,41.14883523269755
1470,178578,13121602318,13,1312,131216,131216023,23,18,2318,13121602318,1,11,11A,9,9,0,9,9,0,4,5,0,0,0,4,11,11,9,2,3,1,6,3,9,8,1,4,0,16,8,8,0,0,4,12,174.747323987524,1230.02535881004,-8.668096243097981,41.14952914510289
1471,178579,13121600701,13,1312,131216,131216007,7,1,701,13121600701,1,11,11A,7,6,1,7,5,2,5,0,2,0,0,5,17,17,13,4,5,10,5,6,13,7,6,9,5,34,16,18,6,5,15,8,643.484332147958,10856.110171701,-8.674044601792671,41.14958138597169
1472,178580,13121703405,13,1312,131217,131217034,34,5,3405,13121703405,1,11,11A,20,6,13,16,2,18,8,7,5,0,0,1,71,70,46,24,6,7,19,22,47,34,13,24,6,100,54,46,9,4,58,29,375.780673086314,8625.44262901034,-8.617147313536991,41.14965533604919
1473,178581,13121602207,13,1312,131216,131216022,22,7,2207,13121602207,1,11,11A,8,8,0,8,8,0,0,0,0,7,1,0,8,8,8,0,0,2,0,7,8,8,0,4,0,12,4,8,0,0,1,11,237.788792624174,2472.20162197799,-8.662623271048824,41.149580380626915
1474,178582,13121702713,13,1312,131217,131217027,27,13,2713,13121702713,1,11,11A,24,7,17,17,1,23,24,0,0,0,0,5,86,86,48,38,0,0,4,43,48,44,4,19,2,75,33,42,2,1,54,18,565.377540795773,14760.543130692,-8.612527207439081,41.14923233964533
1475,178583,13121602319,13,1312,131216,131216023,23,19,2319,13121602319,1,11,11A,32,21,11,31,20,12,15,7,4,1,5,21,214,214,168,46,111,142,98,57,168,105,63,112,62,393,177,216,63,42,202,86,989.293128169075,30154.917310731,-8.663879328554563,41.14870280052699
1476,178584,13121802509,13,1312,131218,131218025,25,9,2509,13121802509,1,11,11A,37,32,5,37,32,5,6,18,3,9,1,30,118,118,56,62,35,34,27,24,56,36,20,37,22,126,63,63,18,17,70,21,1370.74480319949,50708.6032614821,-8.643709538194527,41.14878494713954
1477,178585,13121602208,13,1312,131216,131216022,22,8,2208,13121602208,1,11,11A,51,51,0,51,50,1,0,0,5,45,1,0,51,51,49,2,5,36,0,45,49,30,19,43,9,117,56,61,6,6,58,47,609.848015477779,20028.0493259272,-8.661844667365187,41.14910060212521
1478,180975,13121800605,13,1312,131218,131218006,6,5,605,13121800605,1,11,11A,4,0,4,3,0,4,0,0,0,4,0,0,175,175,144,31,138,144,75,65,144,77,67,105,65,363,166,197,70,37,232,24,427.416791438218,10992.8625748922,-8.65001654387909,41.157771604898564
1479,180976,13121602405,13,1312,131216,131216024,24,5,2405,13121602405,1,11,11A,14,14,0,14,4,10,2,1,9,0,2,3,14,14,13,1,1,13,11,0,13,8,5,8,4,31,18,13,5,4,13,9,549.538032103375,18119.962800315,-8.665679988691956,41.157349173020805
1480,180977,13121801717,13,1312,131218,131218017,17,17,1717,13121801717,1,11,11A,20,20,0,20,13,7,2,17,0,1,0,20,20,20,18,2,12,18,17,0,18,8,10,15,10,56,26,30,15,5,26,10,378.625642984045,8074.28249263239,-8.662244915903564,41.15764598491352
1481,180978,13120301711,13,1312,131203,131203017,17,11,1711,13120301711,1,11,11A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,719.933783070728,26218.4274682589,-8.579189882734164,41.15734423882199
1482,180979,13120201802,13,1312,131202,131202018,18,2,1802,13120201802,1,11,11A,12,4,7,12,0,12,1,11,0,0,0,5,77,76,62,14,18,41,43,15,62,35,27,45,20,171,76,95,20,14,71,66,476.683917411987,9254.51976649496,-8.598603334984974,41.15755326801714
1483,180980,13120300109,13,1312,131203,131203001,1,9,109,13120300109,1,11,11A,10,9,1,10,10,0,3,7,0,0,0,6,13,13,5,8,2,2,0,4,5,3,2,3,1,10,6,4,1,0,7,2,1969.12570076812,140532.124156026,-8.564074048359554,41.15656914955001
1484,180981,13120301504,13,1312,131203,131203015,15,4,1504,13120301504,1,11,11A,49,21,28,49,20,29,7,35,7,0,0,23,201,201,172,29,16,51,67,92,172,107,65,115,52,384,165,219,43,45,188,108,1020.05266408587,36438.6821636291,-8.576831239297734,41.15766760943581
1485,181643,13121601202,13,1312,131216,131216012,12,2,1202,13121601202,1,11,11A,26,18,8,25,0,26,0,1,9,16,0,0,141,141,119,22,83,118,98,11,119,68,51,92,45,295,144,151,38,39,137,81,1037.16557540539,61539.6054119782,-8.674173098313805,41.158942010967976
1486,181644,13120300304,13,1312,131203,131203003,3,4,304,13120300304,1,11,11A,6,0,6,6,0,6,0,6,0,0,0,1,64,64,59,5,3,0,0,57,59,40,19,39,16,131,61,70,18,13,75,25,403.170030496926,5852.39328827059,-8.56850742298804,41.16026507239509
1487,181645,13120302406,13,1312,131203,131203024,24,6,2406,13120302406,1,11,11A,15,10,5,15,8,7,5,9,0,1,0,9,48,48,39,9,4,1,9,27,39,21,18,27,15,93,40,53,14,9,45,25,374.719882112857,5893.43697086018,-8.592066753528117,41.16013728016321
1488,181646,13120201003,13,1312,131202,131202010,10,3,1003,13120201003,1,11,11A,46,27,19,44,22,24,10,32,1,0,3,27,172,172,148,24,15,34,79,63,148,97,51,89,35,321,146,175,34,17,185,85,686.796205199697,21234.6869511551,-8.593359412334037,41.16007268105463
1489,181647,13121602409,13,1312,131216,131216024,24,9,2409,13121602409,1,11,11A,14,0,14,13,0,14,0,0,11,0,3,7,246,246,221,25,165,219,191,20,221,123,98,179,85,578,280,298,85,64,272,157,1205.39678496838,81540.2255428556,-8.670874266588205,41.15899307616924
1490,181648,13120302407,13,1312,131203,131203024,24,7,2407,13120302407,1,11,11A,34,28,6,33,23,11,17,15,2,0,0,18,56,56,40,16,3,12,24,15,40,25,15,32,17,98,47,51,19,9,51,19,373.747510015443,7820.8231111188,-8.59131787962939,41.160526978136616
1491,181649,13120201901,13,1312,131202,131202019,19,1,1901,13120201901,1,11,11A,46,24,20,42,10,36,13,22,6,3,2,18,247,245,215,30,124,154,134,62,216,137,79,144,65,492,217,275,47,48,265,132,1017.41600490021,39076.8209820658,-8.596437784804365,41.160224542128816
1492,181650,13121704403,13,1312,131217,131217044,44,3,4403,13121704403,1,11,11A,23,23,0,23,23,0,12,7,1,2,1,17,24,24,14,10,3,0,3,9,14,10,4,9,6,32,17,15,4,4,15,9,239.790596401685,2462.67109752237,-8.618422784348823,41.16077288662251
1493,181651,13121704104,13,1312,131217,131217041,41,4,4104,13121704104,1,11,11A,79,52,25,74,41,38,33,27,10,1,8,49,229,227,159,68,26,31,47,102,161,122,39,94,29,315,147,168,18,25,176,96,805.611971957792,28746.7936667121,-8.606476387321491,41.15994320101952
1494,181652,13121704504,13,1312,131217,131217045,45,4,4504,13121704504,1,11,11A,33,22,10,32,24,9,11,8,3,5,6,26,118,117,85,32,14,39,50,27,85,62,23,52,17,185,98,87,13,25,102,45,1321.36137472671,65660.6228519988,-8.615845388801828,41.15842752818324
1495,181653,13120303007,13,1312,131203,131203030,30,7,3007,13120303007,1,11,11A,8,0,8,8,0,8,0,8,0,0,0,4,80,80,78,2,0,0,1,76,78,39,39,65,38,216,90,126,36,31,110,39,409.080918374824,8221.82646496838,-8.56983273886771,41.16045449093713
1496,181654,13121801904,13,1312,131218,131218019,19,4,1904,13121801904,1,11,11A,25,13,12,24,9,16,8,5,11,1,0,13,108,108,95,13,13,45,43,49,95,55,40,70,28,237,109,128,26,18,123,70,2377.84968274269,283735.426605167,-8.657123414024468,41.157581688306635
1497,181655,13121601106,13,1312,131216,131216011,11,6,1106,13121601106,1,11,11A,13,6,7,13,4,9,3,6,2,2,0,3,59,59,45,14,3,38,24,17,45,29,16,26,15,106,47,59,19,13,43,31,339.80722733302,7164.78984298184,-8.682522468367093,41.160218902358785
1498,181656,13120300606,13,1312,131203,131203006,6,6,606,13120300606,1,11,11A,38,24,14,37,23,15,18,12,4,2,2,20,91,91,76,15,14,33,48,19,76,48,28,51,18,169,80,89,17,13,94,45,638.640264872045,21619.2360684285,-8.577322397062542,41.16030077062656
1499,181657,13120301503,13,1312,131203,131203015,15,3,1503,13120301503,1,11,11A,13,0,13,12,0,13,0,13,0,0,0,12,109,109,104,5,2,1,0,102,104,68,36,79,27,247,103,144,17,31,106,93,448.37254818635,10572.5586904856,-8.576065114617062,41.15805768556325
1500,181897,13120300806,13,1312,131203,131203008,8,6,806,13120300806,1,11,11A,5,0,5,5,0,5,0,3,2,0,0,0,74,74,67,7,63,67,63,2,67,52,15,49,8,136,60,76,7,5,42,82,344.216952338582,6871.21648394271,-8.593191460169386,41.15808031101844
1501,181898,13121601303,13,1312,131216,131216013,13,3,1303,13121601303,1,11,11A,9,0,8,9,1,8,2,7,0,0,0,2,76,75,62,13,33,48,56,5,62,37,25,43,23,162,75,87,27,21,69,45,427.610896068772,11079.9023875308,-8.679221796070092,41.15762280280764
1502,181899,13120303002,13,1312,131203,131203030,30,2,3002,13120303002,1,11,11A,5,0,5,5,0,5,0,0,5,0,0,5,100,100,91,9,7,64,82,7,91,41,50,84,41,249,127,122,29,35,143,42,484.976202629599,6131.72496328766,-8.574288774330684,41.157779956868254
1503,181900,13120303003,13,1312,131203,131203030,30,3,3003,13120303003,1,11,11A,12,0,11,12,0,12,0,0,12,0,0,0,95,94,92,2,21,1,1,91,92,44,48,78,34,277,127,150,24,47,157,49,633.453123112281,11795.0403683351,-8.573814595237362,41.157455687321246
1504,181901,13121800801,13,1312,131218,131218008,8,1,801,13121800801,1,11,11A,16,12,4,16,12,4,2,8,0,1,5,5,35,35,28,7,5,13,19,9,28,21,7,16,7,57,27,30,11,2,28,16,350.941281821695,5267.84493275746,-8.651908898387648,41.158015697782346
1505,181902,13121703605,13,1312,131217,131217036,36,5,3605,13121703605,1,11,11A,33,24,8,32,11,22,11,18,3,1,0,7,74,73,57,16,4,3,25,30,57,43,14,32,13,135,66,69,20,10,71,34,391.222430760738,8468.8718678096,-8.607383252371822,41.158038985274445
1506,181903,13121700701,13,1312,131217,131217007,7,1,701,13121700701,1,11,11A,36,13,23,31,12,24,3,29,3,1,0,7,288,288,216,72,74,158,128,72,216,150,66,125,51,469,199,270,44,54,237,134,838.923534388852,34530.5031035969,-8.620708940229372,41.1575550670228
1507,181904,13121800308,13,1312,131218,131218003,3,8,308,13121800308,1,11,11A,10,4,6,7,1,9,9,1,0,0,0,7,35,35,25,10,4,3,6,16,25,18,7,9,4,47,21,26,2,7,26,12,614.040780727615,17274.9555476195,-8.631750793512413,41.158001753032934
1508,181908,13121601305,13,1312,131216,131216013,13,5,1305,13121601305,1,11,11A,32,18,14,31,17,15,13,13,4,0,2,2,132,132,107,25,38,87,81,19,107,58,49,72,40,271,121,150,44,33,127,67,661.234297456142,20909.1956011235,-8.680436742753939,41.157602388632014
1509,181909,13120200703,13,1312,131202,131202007,7,3,703,13120200703,1,11,11A,55,33,22,54,27,28,8,36,2,3,6,3,201,201,168,33,28,47,99,58,168,114,54,108,50,360,167,193,37,37,197,89,715.79281969501,25015.6893569185,-8.597382940861745,41.15793578870949
1510,181910,13120201001,13,1312,131202,131202010,10,1,1001,13120201001,1,11,11A,23,11,12,20,10,13,7,7,6,3,0,13,106,106,75,30,13,22,37,35,76,56,20,39,16,149,70,79,8,16,94,31,502.285162676552,15374.0965642942,-8.594279375853343,41.158347564978605
1511,181911,13121700406,13,1312,131217,131217004,4,6,406,13121700406,1,11,11A,18,16,2,18,13,5,2,13,0,0,3,9,25,25,21,4,1,3,10,8,21,14,7,13,7,46,18,28,5,6,21,14,687.237748882763,24470.6716283279,-8.611717657114855,41.15788671125204
1512,181912,13120300202,13,1312,131203,131203002,2,2,202,13120300202,1,11,11A,17,0,16,17,0,17,0,8,9,0,0,0,139,138,132,6,3,11,38,86,132,82,50,108,28,328,145,183,23,22,180,103,1203.55990316874,30395.5741940343,-8.570578679454815,41.157887129758905
1513,181913,13120300203,13,1312,131203,131203002,2,3,203,13120300203,1,11,11A,8,0,8,8,0,8,0,0,8,0,0,0,64,64,61,3,6,1,50,6,61,48,13,55,7,136,65,71,6,4,60,66,349.309889727148,7606.21392254604,-8.567335446127162,41.15871785324836
1514,181914,13121700605,13,1312,131217,131217006,6,5,605,13121700605,1,11,11A,34,15,18,29,1,33,4,24,1,5,0,2,180,179,134,45,66,68,61,68,135,102,33,70,24,279,123,156,20,31,153,75,715.495760318604,30570.3876962018,-8.623669980334538,41.15780537916108
1515,181915,13121800309,13,1312,131218,131218003,3,9,309,13121800309,1,11,11A,19,9,10,14,8,11,2,17,0,0,0,12,105,105,71,34,23,14,18,45,71,60,11,28,12,124,67,57,6,15,78,25,768.181642869153,33865.131227177,-8.634579907142998,41.15821202574421
1516,181916,13121701803,13,1312,131217,131217018,18,3,1803,13121701803,1,11,11A,104,67,36,95,58,46,64,25,2,3,10,60,268,267,182,85,26,26,53,122,182,139,43,104,39,379,167,212,38,35,208,98,1232.54295292618,74859.2878647207,-8.60602387061772,41.15725032874333
1517,181917,13120300808,13,1312,131203,131203008,8,8,808,13120300808,1,11,11A,17,10,7,15,5,12,5,5,6,1,0,4,87,87,68,19,20,43,39,16,68,45,23,42,19,145,68,77,23,8,70,44,321.793001468882,6219.1988125008,-8.59269888893249,41.15882739155099
1518,181918,13120301712,13,1312,131203,131203017,17,12,1712,13120301712,1,11,11A,25,12,13,25,9,16,11,11,0,3,0,19,109,109,89,20,16,41,54,28,89,56,33,63,25,200,91,109,19,22,118,41,1164.75274656846,84367.8465292733,-8.581359564182385,41.15754852956823
1519,181919,13120300601,13,1312,131203,131203006,6,1,601,13120300601,1,11,11A,27,15,12,26,15,12,10,17,0,0,0,21,67,67,52,15,6,1,11,38,52,30,22,32,18,127,58,69,14,16,72,25,374.29229160963,6849.99735440636,-8.579762440784199,41.15895011480981
1520,181920,13120300602,13,1312,131203,131203006,6,2,602,13120300602,1,11,11A,18,13,5,17,10,8,7,6,1,2,2,9,45,45,35,10,7,7,14,15,35,25,10,23,6,74,39,35,6,3,42,23,297.427685010229,5168.05168939502,-8.57890708386455,41.15894715117741
1521,181921,13120301505,13,1312,131203,131203015,15,5,1505,13120301505,1,11,11A,6,0,6,6,0,6,0,6,0,0,0,0,49,49,48,1,1,0,0,47,48,24,24,38,19,136,61,75,18,15,74,29,326.879001735102,5787.95920610087,-8.576928649226929,41.15896300197426
1522,181922,13121602408,13,1312,131216,131216024,24,8,2408,13121602408,1,11,11A,22,21,1,22,5,17,3,10,7,1,1,14,27,27,22,5,12,21,21,1,22,10,12,21,7,69,36,33,12,3,30,24,630.91616730233,22733.8587928242,-8.666503254908498,41.15815661180491
1523,181923,13121700702,13,1312,131217,131217007,7,2,702,13121700702,1,11,11A,21,10,11,20,7,14,1,20,0,0,0,1,166,166,125,41,42,25,81,33,125,92,33,67,23,256,116,140,24,17,138,77,584.121406356902,12761.1685174298,-8.620788148503392,41.158655217850445
1524,181924,13121700703,13,1312,131217,131217007,7,3,703,13121700703,1,11,11A,24,17,7,24,6,18,0,20,4,0,0,2,59,59,45,14,3,12,20,24,45,33,12,27,10,97,51,46,13,11,52,21,458.942047537202,8544.88688050684,-8.623165660660083,41.15868325184991
1525,181925,13121800901,13,1312,131218,131218009,9,1,901,13121800901,1,11,11A,10,0,10,10,0,10,0,7,0,3,0,4,53,53,38,15,14,21,15,20,38,23,15,23,12,86,31,55,14,7,36,29,439.459541994572,11560.9510828492,-8.636592356670684,41.15856788940033
1526,181926,13120201804,13,1312,131202,131202018,18,4,1804,13120201804,1,11,11A,40,23,17,35,16,24,1,36,1,0,2,23,106,106,66,40,2,10,30,30,66,50,16,29,14,127,67,60,13,12,79,23,437.067679796362,9884.16907212053,-8.600972426400112,41.158632723104034
1527,181927,13121801001,13,1312,131218,131218010,10,1,1001,13121801001,1,11,11A,7,0,7,7,0,7,0,0,0,7,0,0,72,72,49,23,44,49,34,12,49,22,27,38,27,141,61,80,31,20,81,9,456.626136602075,11792.8478201605,-8.643969446654703,41.1586042643713
1528,181928,13121801802,13,1312,131218,131218018,18,2,1802,13121801802,1,11,11A,21,21,0,21,7,14,2,16,1,0,2,5,21,21,17,4,3,16,15,0,17,11,6,13,6,45,19,26,12,3,16,14,504.053670361348,15909.4054954579,-8.662771723350279,41.15841511153422
1529,185395,13121702606,13,1312,131217,131217026,26,6,2606,13121702606,1,11,11A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503.898365426998,16593.8912829351,-8.629494279133795,41.15946061588605
1530,185396,13121702607,13,1312,131217,131217026,26,7,2607,13121702607,1,11,11A,37,31,6,36,29,8,11,23,1,1,1,32,129,129,73,56,28,33,36,33,73,60,13,38,13,130,57,73,13,8,75,34,782.784563636459,31321.161396739,-8.630040260896617,41.16058053187549
1531,185397,13121704801,13,1312,131217,131217048,48,1,4801,13121704801,1,11,11A,88,46,42,75,37,51,46,26,11,5,0,54,360,360,250,110,44,76,101,129,250,208,42,117,43,446,196,250,40,32,265,109,821.370114981693,23185.0722767275,-8.631985883932247,41.16068347151559
1532,189732,13121802414,13,1312,131218,131218024,24,14,2414,13121802414,1,11,11A,41,19,22,38,9,32,23,12,4,1,1,14,132,132,81,51,7,22,21,53,81,57,24,37,17,156,68,88,18,10,83,45,631.286753371255,22361.4893464645,-8.623728958851565,41.1486347272446
1533,189733,13121802301,13,1312,131218,131218023,23,1,2301,13121802301,1,11,11A,58,22,35,49,22,36,23,13,10,12,0,29,476,475,305,169,185,211,133,134,306,224,82,162,67,645,307,338,72,51,341,181,1494.01285338737,108994.347567038,-8.623965347335808,41.15134105017033
1534,189734,13121100604,13,1312,131211,131211006,6,4,604,13121100604,1,11,11A,4,0,4,4,0,4,0,0,4,0,0,0,192,192,173,19,164,167,133,26,173,101,72,128,58,411,197,214,42,50,237,82,850.614418121765,30824.146195323,-8.636342689805133,41.17233113923846
1535,189735,13121002803,13,1312,131210,131210028,28,3,2803,13121002803,1,11,11A,8,1,7,6,1,7,0,0,2,6,0,6,335,335,207,128,99,204,50,146,207,171,36,89,39,377,186,191,39,36,284,18,608.54866524724,22380.5385591813,-8.588999777718172,41.17686083121708
1536,189736,13121003402,13,1312,131210,131210034,34,2,3402,13121003402,1,11,11A,20,0,20,19,0,20,0,0,20,0,0,4,305,305,281,24,178,6,115,159,281,143,138,236,90,748,340,408,62,83,428,175,874.001060104536,31493.3266587487,-8.623404237056029,41.17660194575144
1537,189737,13121101504,13,1312,131211,131211015,15,4,1504,13121101504,1,11,11A,47,45,2,46,24,23,6,31,7,2,1,21,60,60,42,18,13,36,22,19,42,28,14,28,11,94,42,52,10,8,40,36,1411.59070159671,56267.4986360016,-8.62665547557823,41.1793172584007
1538,191928,13121800110,13,1312,131218,131218001,1,10,110,13121800110,1,11,11A,12,8,4,11,8,4,0,8,4,0,0,0,67,67,62,5,47,31,54,4,62,43,19,42,12,134,58,76,13,9,62,50,419.71560718778,9352.95799490168,-8.65138432246048,41.15116372023816
1539,192069,13121602303,13,1312,131216,131216023,23,3,2303,13121602303,1,11,11A,2,1,1,2,0,2,1,0,1,0,0,2,16,16,11,5,5,0,1,9,11,9,2,5,2,21,9,12,2,2,14,3,296.309601293392,3236.75616672855,-8.661784374212173,41.14775876513003
